seqID,marker,cluster_id,cluster_probability,predicted_otu,classification_type,identity,pred_domain,pred_kingdom,pred_phylum,pred_class,pred_order,pred_family,pred_genus,pred_species,taxID,species_name,full_taxonomy,gt_domain,gt_kingdom,gt_phylum,gt_class,gt_order,gt_family,gt_genus,gt_species,has_taxonomy,has_ground_truth
AY527050.1,SSU,-1,0.0,Novel (Noise),noise,,,,,,,,,,,,,,,,,,,,,,False
AY525632.1,SSU,1514,1.0,Malacoceros fuliginosus,known_species,100.0,Eukaryota,Opisthokonta,Annelida,Polychaeta,,,Malacoceros,Malacoceros fuliginosus,271776,Malacoceros fuliginosus,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Annelida;Polychaeta;Sedentaria;Canalipalpata;Spionida;Spionidae;Malacoceros;Malacoceros fuliginosus,Eukaryota,Opisthokonta,Annelida,Polychaeta,,,Malacoceros,Malacoceros fuliginosus,True,True
AY525631.1,SSU,1009,1.0,Protodrilus ciliatus,known_species,100.0,Eukaryota,Opisthokonta,Annelida,Polychaeta,,,Protodrilus,Protodrilus ciliatus,47111,Protodrilus ciliatus,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Annelida;Polychaeta;Polychaeta incertae sedis;Protodrilidae;Protodrilus;Protodrilus ciliatus,Eukaryota,Opisthokonta,Annelida,Polychaeta,,,Protodrilus,Protodrilus ciliatus,True,True
AY525629.1,SSU,2024,1.0,Asbestopluma pennatula,known_species,100.0,Eukaryota,Opisthokonta,Porifera,,,,Asbestopluma,Asbestopluma pennatula,1436031,Polygordius appendiculatus,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Annelida;Polychaeta;Polychaeta incertae sedis;Polygordiidae;Polygordius;Polygordius appendiculatus,Eukaryota,Opisthokonta,Annelida,Polychaeta,,,Polygordius,Polygordius appendiculatus,True,True
AY525627.1,SSU,1700,0.89907646,Centruroides exilicauda,known_species,100.0,Eukaryota,Opisthokonta,Arthropoda,Arachnida,,,Centruroides,Centruroides exilicauda,251455,Eulalia viridis,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Annelida;Polychaeta;Errantia;Phyllodocida;Phyllodocidae;Eulalia;Eulalia viridis,Eukaryota,Opisthokonta,Annelida,Polychaeta,,,Eulalia,Eulalia viridis,True,True
AY525625.1,SSU,602,1.0,Amage sculpta,known_species,100.0,Eukaryota,Opisthokonta,Annelida,Polychaeta,,,Amage,Amage sculpta,271769,Onuphis similis,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Annelida;Polychaeta;Errantia;Eunicida;Onuphidae;Onuphis;Onuphis similis,Eukaryota,Opisthokonta,Annelida,Polychaeta,,,Onuphis,Onuphis similis,True,True
AY525624.1,SSU,1555,1.0,Arabella iricolor,known_species,100.0,Eukaryota,Opisthokonta,Annelida,Polychaeta,,,Arabella,Arabella iricolor,65494,Arabella iricolor,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Annelida;Polychaeta;Errantia;Eunicida;Oenonidae;Arabella;Arabella iricolor,Eukaryota,Opisthokonta,Annelida,Polychaeta,,,Arabella,Arabella iricolor,True,True
AY525620.1,SSU,-1,0.0,Novel (Noise),noise,,,,,,,,,,1928866,Leodice harassii,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Annelida;Polychaeta;Errantia;Eunicida;Eunicidae;Leodice;Leodice harassii,Eukaryota,Opisthokonta,Annelida,Polychaeta,,,Leodice,Leodice harassii,True,True
AY521891.1,SSU,-1,0.0,Novel (Noise),noise,,,,,,,,,,270889,Zorotypus novobrittanicus,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Polyneoptera;Zoraptera;Zorotypidae;Zorotypus;Zorotypus novobrittanicus,Eukaryota,Opisthokonta,Arthropoda,Insecta,,,Zorotypus,Zorotypus novobrittanicus,True,True
AY521890.1,SSU,-1,0.0,Novel (Noise),noise,,,,,,,,,,270885,,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Polyneoptera;Zoraptera;Zorotypidae;Usazoros;Usazoros hubbardi,Eukaryota,Opisthokonta,Arthropoda,Insecta,,,Usazoros,Usazoros hubbardi,True,True
AY521886.1,SSU,226,1.0,Faronus parallelus,known_species,100.0,Eukaryota,Opisthokonta,Arthropoda,Insecta,Coleoptera,,Faronus,Faronus parallelus,270854,Diamphipnoa virescentipennis,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Polyneoptera;Plecoptera;Eusthenioidea;Diamphipnoidae;Diamphipnoa;Diamphipnoa virescentipennis,Eukaryota,Opisthokonta,Arthropoda,Insecta,,,Diamphipnoa,Diamphipnoa virescentipennis,True,True
AY521885.1,SSU,28,1.0,Pediculus humanus capitis,known_species,100.0,Eukaryota,Opisthokonta,Arthropoda,Insecta,,,Pediculus,Pediculus humanus capitis,173836,Tallaperla lobata,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Polyneoptera;Plecoptera;Perloidea;Peltoperlidae;Peltoperlinae;Tallaperla;Tallaperla lobata,Eukaryota,Opisthokonta,Arthropoda,Insecta,,,Tallaperla,Tallaperla lobata,True,True
AY521880.1,SSU,-1,0.0,Novel (Noise),noise,,,,,,,,,,270884,Pteronarcys californica,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Polyneoptera;Plecoptera;Perloidea;Pteronarcyidae;Pteronarcys;Pteronarcys californica,Eukaryota,Opisthokonta,Arthropoda,Insecta,,,Pteronarcys,Pteronarcys californica,True,True
AY521879.1,SSU,-1,0.0,Novel (Noise),noise,,,,,,,,,,270821,Oemopteryx vanduzeea,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Polyneoptera;Plecoptera;Nemouroidea;Taeniopterygidae;Brachypterainae;Oemopteryx;Oemopteryx vanduzeea,Eukaryota,Opisthokonta,Arthropoda,Insecta,,,Oemopteryx,Oemopteryx vanduzeea,True,True
AY521878.1,SSU,-1,0.0,Novel (Noise),noise,,,,,,,,,,270851,Paraleuctra vershina,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Polyneoptera;Plecoptera;Nemouroidea;Leuctridae;Leuctrinae;Paraleuctra;Paraleuctra vershina,Eukaryota,Opisthokonta,Arthropoda,Insecta,,,Paraleuctra,Paraleuctra vershina,True,True
AY521870.1,SSU,1325,1.0,Stenistomera alpina,known_species,100.0,Eukaryota,Opisthokonta,Arthropoda,Insecta,,,Stenistomera,Stenistomera alpina,270882,Ceuthophilus utahensis,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Polyneoptera;Orthoptera;Ensifera;Tettigoniidea;Rhaphidophoroidea;Rhaphidophoridae;Ceuthophilinae;Ceuthophilus;Ceuthophilus utahensis,Eukaryota,Opisthokonta,Arthropoda,Insecta,,,Ceuthophilus,Ceuthophilus utahensis,True,True
AY521869.1,SSU,923,0.74092567,Axiopsis serratifrons,known_species,100.0,Eukaryota,Opisthokonta,Arthropoda,Malacostraca,Decapoda,,Axiopsis,Axiopsis serratifrons,128156,Gryllus assimilis,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Polyneoptera;Orthoptera;Ensifera;Gryllidea;Grylloidea;Gryllidae;Gryllinae;Gryllus;Gryllus assimilis,Eukaryota,Opisthokonta,Arthropoda,Insecta,,,Gryllus,Gryllus assimilis,True,True
AY521864.1,SSU,162,1.0,Sialis hamata,known_species,100.0,Eukaryota,Opisthokonta,Arthropoda,Insecta,,,Sialis,Sialis hamata,173823,Sialis hamata,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Endopterygota;Neuropterida;Megaloptera;Sialidae;Sialis;Sialis hamata,Eukaryota,Opisthokonta,Arthropoda,Insecta,,,Sialis,Sialis hamata,True,True
AY521862.1,SSU,155,0.90389466,Peltodytes dispersus,known_species,100.0,Eukaryota,Opisthokonta,Arthropoda,Insecta,Coleoptera,,Peltodytes,Peltodytes dispersus,253126,Sclerophasma paresisense,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Polyneoptera;Mantophasmatodea;Mantophasmatidae;Sclerophasma;Sclerophasma paresisense,Eukaryota,Opisthokonta,Arthropoda,Insecta,,,Sclerophasma,Sclerophasma paresisense,True,True
AY521847.1,SSU,1378,0.53721225,Conicercembia septentrionalis,known_species,100.0,Eukaryota,Opisthokonta,Arthropoda,Insecta,,,Conicercembia,Conicercembia septentrionalis,486290,Metoligotoma rileyi,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Polyneoptera;Embioptera;Australembiidae;Metoligotoma;Metoligotoma rileyi,Eukaryota,Opisthokonta,Arthropoda,Insecta,,,Metoligotoma,Metoligotoma rileyi,True,True
AY521846.1,SSU,-1,0.0,Novel (Noise),noise,,,,,,,,,,270838,Pararhagadochir minuta,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Polyneoptera;Embioptera;Scelembiidae;Pararhagadochir;Pararhagadochir minuta,Eukaryota,Opisthokonta,Arthropoda,Insecta,,,Pararhagadochir,Pararhagadochir minuta,True,True
AY521845.1,SSU,1521,1.0,Brasilembia beckeri,known_species,100.0,Eukaryota,Opisthokonta,Arthropoda,Insecta,,,Brasilembia,Brasilembia beckeri,270836,Brasilembia beckeri,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Polyneoptera;Embioptera;Anisembiidae;Brasilembia;Brasilembia beckeri,Eukaryota,Opisthokonta,Arthropoda,Insecta,,,Brasilembia,Brasilembia beckeri,True,True
AY521840.1,SSU,-1,0.0,Novel (Noise),noise,,,,,,,,,,271704,Auchenomus forcipatus,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Polyneoptera;Dermaptera;Neodermaptera;Epidermaptera;Forficuloidea;Spongiphoridae;Auchenomus;Auchenomus forcipatus,Eukaryota,Opisthokonta,Arthropoda,Insecta,,,Auchenomus,Auchenomus forcipatus,True,True
AY521839.1,SSU,203,0.56818587,Stygamoeba regulata,known_species,100.0,Eukaryota,,Amoebozoa,,,,Stygamoeba,Stygamoeba regulata,270825,Dendroiketes novaeguineae,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Polyneoptera;Dermaptera;Neodermaptera;Epidermaptera;Apachyoidea;Apachyidae;Dendroiketes;Dendroiketes novaeguineae,Eukaryota,Opisthokonta,Arthropoda,Insecta,,,Dendroiketes,Dendroiketes novaeguineae,True,True
AY521837.1,SSU,-1,0.0,Novel (Noise),noise,,,,,,,,,,271737,Eparchus biroi,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Polyneoptera;Dermaptera;Neodermaptera;Epidermaptera;Forficuloidea;Forficulidae;Eparchus;Eparchus biroi,Eukaryota,Opisthokonta,Arthropoda,Insecta,,,Eparchus,Eparchus biroi,True,True
AY509006.1,SSU,1512,0.5625345,Pontohedyle liliae,known_species,100.0,Eukaryota,Opisthokonta,Mollusca,Gastropoda,,,Pontohedyle,Pontohedyle liliae,,,,,,,,,,,,,False
AY443025.1,SSU,207,1.0,Ailadinium reticulatum,known_species,100.0,Eukaryota,,Sar,,,,Ailadinium,Ailadinium reticulatum,261834,Woloszynskia leopoliensis,cellular organisms;Eukaryota;Sar;Alveolata;Dinophyceae;Gymnodiniales;Tovelliaceae;Tovellia;Tovellia leopoliensis,Eukaryota,,Sar,,,,Tovellia,Woloszynskia leopoliensis,True,True
AY443020.1,SSU,-1,0.0,Novel (Noise),noise,,,,,,,,,,,,,,,,,,,,,,False
AY443017.1,SSU,1447,0.83898807,Vulcanodinium rugosum,known_species,100.0,Eukaryota,,Sar,,,,Vulcanodinium,Vulcanodinium rugosum,439559,Peridiniopsis polonicum,cellular organisms;Eukaryota;Sar;Alveolata;Dinophyceae;Thoracosphaerales;Thoracosphaeraceae;Naiadinium;Naiadinium polonicum,Eukaryota,,Sar,,,,Naiadinium,Peridiniopsis polonicum,True,True
AY443016.1,SSU,959,1.0,Hemidinium nasutum,known_species,100.0,Eukaryota,,Sar,,,,Hemidinium,Hemidinium nasutum,261837,Hemidinium nasutum,cellular organisms;Eukaryota;Sar;Alveolata;Dinophyceae;Peridiniales;Glenodiniaceae;Hemidinium;Hemidinium nasutum,Eukaryota,,Sar,,,,Hemidinium,Hemidinium nasutum,True,True
AY443014.1,SSU,-1,0.0,Novel (Noise),noise,,,,,,,,,,261830,Ceratium hirundinella,cellular organisms;Eukaryota;Sar;Alveolata;Dinophyceae;Gonyaulacales;Ceratiaceae;Ceratium;Ceratium hirundinella,Eukaryota,,Sar,,,,Ceratium,Ceratium hirundinella,True,True
AY443013.1,SSU,1672,1.0,Protodinium simplex,known_species,100.0,Eukaryota,,Sar,,,,Protodinium,Protodinium simplex,2723146,Sourniaea diacantha,cellular organisms;Eukaryota;Sar;Alveolata;Dinophyceae;Gonyaulacales;Gonyaulacaceae;Sourniaea;Sourniaea diacantha,Eukaryota,,Sar,,,,Sourniaea,Sourniaea diacantha,True,True
AY461481.1,SSU,474,1.0,Ilyarachna antarctica,known_species,100.0,Eukaryota,Opisthokonta,Arthropoda,Malacostraca,Isopoda,,Ilyarachna,Ilyarachna antarctica,263202,Ilyarachna antarctica,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Crustacea;Multicrustacea;Malacostraca;Eumalacostraca;Peracarida;Isopoda;Asellota;Janiroidea;Munnopsidae;Ilyarachninae;Ilyarachna;Ilyarachna antarctica,Eukaryota,Opisthokonta,Arthropoda,Malacostraca,Isopoda,,Ilyarachna,Ilyarachna antarctica,True,True
AY461468.1,SSU,574,1.0,Antennuloniscus armatus,known_species,100.0,Eukaryota,Opisthokonta,Arthropoda,Malacostraca,Isopoda,,Antennuloniscus,Antennuloniscus armatus,263174,Antennuloniscus armatus,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Crustacea;Multicrustacea;Malacostraca;Eumalacostraca;Peracarida;Isopoda;Asellota;Janiroidea;Haploniscidae;Antennuloniscus;Antennuloniscus armatus,Eukaryota,Opisthokonta,Arthropoda,Malacostraca,Isopoda,,Antennuloniscus,Antennuloniscus armatus,True,True
AY461462.1,SSU,328,1.0,Parvochelus russus,known_species,100.0,Eukaryota,Opisthokonta,Arthropoda,Malacostraca,Isopoda,,Parvochelus,Parvochelus russus,263161,Eugerdella natator,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Crustacea;Multicrustacea;Malacostraca;Eumalacostraca;Peracarida;Isopoda;Asellota;Janiroidea;Desmosomatidae;Eugerdellatinae;Eugerdella;Eugerdella natator,Eukaryota,Opisthokonta,Arthropoda,Malacostraca,Isopoda,,Eugerdella,Eugerdella natator,True,True
AY461458.1,SSU,534,1.0,Haploniscus spinifer,known_species,100.0,Eukaryota,Opisthokonta,Arthropoda,Malacostraca,Isopoda,,Haploniscus,Haploniscus spinifer,263153,Acanthaspidia drygalskii,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Crustacea;Multicrustacea;Malacostraca;Eumalacostraca;Peracarida;Isopoda;Asellota;Janiroidea;Acanthaspidiidae;Acanthaspidia;Acanthaspidia drygalskii,Eukaryota,Opisthokonta,Arthropoda,Malacostraca,Isopoda,,Acanthaspidia,Acanthaspidia drygalskii,True,True
AY461457.1,SSU,511,1.0,Haploniscus rostratus,known_species,100.0,Eukaryota,Opisthokonta,Arthropoda,Malacostraca,Isopoda,,Haploniscus,Haploniscus rostratus,263152,Iolanthe bifurcatoides,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Crustacea;Multicrustacea;Malacostraca;Eumalacostraca;Peracarida;Isopoda;Asellota;Janiroidea;Acanthaspidiidae;Iolanthe;Iolanthe bifurcatoides,Eukaryota,Opisthokonta,Arthropoda,Malacostraca,Isopoda,,Iolanthe,Iolanthe bifurcatoides,True,True
AY461454.1,SSU,543,1.0,Ketosoma werneri,known_species,100.0,Eukaryota,Opisthokonta,Arthropoda,Malacostraca,Isopoda,,Ketosoma,Ketosoma werneri,263147,Neojaera antarctica,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Crustacea;Multicrustacea;Malacostraca;Eumalacostraca;Peracarida;Isopoda;Asellota;Janiroidea;Janiridae;Neojaera;Neojaera antarctica,Eukaryota,Opisthokonta,Arthropoda,Malacostraca,Isopoda,,Neojaera,Neojaera antarctica,True,True
AY454431.1,SSU,1202,1.0,Phaeophila dendroides,known_species,100.0,,,,,,,Phaeophila,Phaeophila dendroides,,,,,,,,,,,,,False
AY454430.1,SSU,1794,1.0,Phaeophila dendroides,known_species,100.0,Eukaryota,Viridiplantae,Chlorophyta,Ulvophyceae,,,Phaeophila,Phaeophila dendroides,262509,Phaeophila dendroides,cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;core chlorophytes;Ulvophyceae;OUU clade;Ulvales;Phaeophilaceae;Phaeophila;Phaeophila dendroides,Eukaryota,Viridiplantae,Chlorophyta,Ulvophyceae,,,Phaeophila,Phaeophila dendroides,True,True
AY454428.1,SSU,-1,0.0,Novel (Noise),noise,,,,,,,,,,262511,Ochlochaete hystrix,cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;core chlorophytes;Ulvophyceae;OUU clade;Ulvales;Ulvellaceae;Ochlochaete;Ochlochaete hystrix,Eukaryota,Viridiplantae,Chlorophyta,Ulvophyceae,,,Ochlochaete,Ochlochaete hystrix,True,True
AY454425.1,SSU,996,1.0,Tomocerus vulgaris,known_species,100.0,Eukaryota,Opisthokonta,Arthropoda,,,,Tomocerus,Tomocerus vulgaris,262505,Ruthnielsenia tenuis,cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;core chlorophytes;Ulvophyceae;OUU clade;Ulvales;Ulvaceae;Ruthnielsenia;Ruthnielsenia tenuis,Eukaryota,Viridiplantae,Chlorophyta,Ulvophyceae,,,Ruthnielsenia,Ruthnielsenia tenuis,True,True
AY425025.1,SSU,510,1.0,Rhynchomonas nasuta,known_species,100.0,,,,,,,Rhynchomonas,Rhynchomonas nasuta,,,,,,,,,,,,,False
AY425024.1,SSU,510,0.8311988,Rhynchomonas nasuta,known_species,100.0,,,,,,,Rhynchomonas,Rhynchomonas nasuta,,,,,,,,,,,,,False
AY425023.1,SSU,159,1.0,Chloromyxum legeri,known_species,100.0,Eukaryota,Opisthokonta,Cnidaria,,,,Chloromyxum,Chloromyxum legeri,,,,,,,,,,,,,False
AY425018.1,SSU,909,1.0,Procryptobia sorokini,known_species,100.0,,,,,,,Procryptobia,Procryptobia sorokini,,,,,,,,,,,,,False
AY425017.1,SSU,607,0.7908531,Bodo celer,known_species,100.0,Eukaryota,Discoba,,,,,Bodo,Bodo celer,259042,Bodo rostratus,cellular organisms;Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Metakinetoplastina;Eubodonida;Bodonidae;Bodo;Bodo rostratus,Eukaryota,Discoba,,,,,Bodo,Bodo rostratus,True,True
AY425015.1,SSU,-1,0.0,Novel (Noise),noise,,,,,,,,,,,,,,,,,,,,,,False
AY520657.1,SSU,1262,0.4824743,Kanakythyris pachyrhynchos,known_species,100.0,Eukaryota,Opisthokonta,Brachiopoda,,,,Kanakythyris,Kanakythyris pachyrhynchos,238038,Heterosaccus californicus,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Crustacea;Multicrustacea;Thecostraca;Cirripedia;Rhizocephala;Sacculinidae;Heterosaccus;Heterosaccus californicus,Eukaryota,Opisthokonta,Arthropoda,,,,Heterosaccus,Heterosaccus californicus,True,True
AY520656.1,SSU,1363,1.0,Plesionika alcocki,known_species,100.0,Eukaryota,Opisthokonta,Arthropoda,Malacostraca,Decapoda,,Plesionika,Plesionika alcocki,51650,Sacculina carcini,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Crustacea;Multicrustacea;Thecostraca;Cirripedia;Rhizocephala;Sacculinidae;Sacculina;Sacculina carcini,Eukaryota,Opisthokonta,Arthropoda,,,,Sacculina,Sacculina carcini,True,True
AY520655.1,SSU,-1,0.0,Novel (Noise),noise,,,,,,,,,,261902,Ibla quadrivalvis,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Crustacea;Multicrustacea;Thecostraca;Cirripedia;Thoracica;Phosphatothoracica;Iblomorpha;Iblidae;Ibla;Ibla quadrivalvis,Eukaryota,Opisthokonta,Arthropoda,,,,Ibla,Ibla quadrivalvis,True,True
AY520649.1,SSU,1607,1.0,Verruca stroemia,known_species,100.0,Eukaryota,Opisthokonta,Arthropoda,,,,Verruca,Verruca stroemia,164414,Verruca stroemia,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Crustacea;Multicrustacea;Thecostraca;Cirripedia;Thoracica;Thoracicalcarea;Verrucomorpha;Verrucidae;Verruca;Verruca stroemia,Eukaryota,Opisthokonta,Arthropoda,,,,Verruca,Verruca stroemia,True,True
AY520648.1,SSU,-1,0.0,Novel (Noise),noise,,,,,,,,,,259983,Catomerus polymerus,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Crustacea;Multicrustacea;Thecostraca;Cirripedia;Thoracica;Thoracicalcarea;Balanomorpha;Chthamaloidea;Catophragmidae;Catomerus;Catomerus polymerus,Eukaryota,Opisthokonta,Arthropoda,,,,Catomerus,Catomerus polymerus,True,True
AY427516.1,SSU,-1,0.0,Novel (Noise),noise,,,,,,,,,,259633,Pupa solidula,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Gastropoda;Heterobranchia;lower Heterobranchia;Acteonoidea;Acteonidae;Pupa;Pupa solidula,Eukaryota,Opisthokonta,Mollusca,Gastropoda,,,Pupa,Pupa solidula,True,True
AY427496.1,SSU,675,0.90834975,Cerastoderma edule,known_species,100.0,Eukaryota,Opisthokonta,Mollusca,Bivalvia,,,Cerastoderma,Cerastoderma edule,154632,Tylodina perversa,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Gastropoda;Heterobranchia;Euthyneura;Tectipleura;Umbraculida;Umbraculoidea;Tylodinidae;Tylodina;Tylodina perversa,Eukaryota,Opisthokonta,Mollusca,Gastropoda,,,Tylodina,Tylodina perversa,True,True
AY427495.1,SSU,86,0.3460555,Acerentulus sinensis,known_species,100.0,Eukaryota,Opisthokonta,Arthropoda,,,,Acerentulus,Acerentulus sinensis,259540,Berthella stellata,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Gastropoda;Heterobranchia;Euthyneura;Nudipleura;Pleurobranchida;Pleurobranchoidea;Pleurobranchidae;Pleurehdera;Pleurehdera stellata,Eukaryota,Opisthokonta,Mollusca,Gastropoda,,,Pleurehdera,Berthella stellata,True,True
AY427494.1,SSU,-1,0.0,Novel (Noise),noise,,,,,,,,,,1631838,Pleurobranchus peronii,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Gastropoda;Heterobranchia;Euthyneura;Nudipleura;Pleurobranchida;Pleurobranchoidea;Pleurobranchidae;Pleurobranchus;Pleurobranchus peronii,Eukaryota,Opisthokonta,Mollusca,Gastropoda,,,Pleurobranchus,Pleurobranchus peronii,True,True
